customer_id,customer_name,email,city,region,segment,signup_date,source_file,source_system,ingestion_timestamp,ingestion_id
C0012,  riya sharma  ,nikhil.sharma12@example.com,Hyderabad,South,Home Office,2025-12-13,customers.json,RetailMart,2026-07-21T13:08:30,0265deca-9cca-4ab4-96c0-1fa523dc284d
C0013,Zoya Verma,zoya.verma13@example.com,Kolkata,East,Corporate,2025-06-21,customers.json,RetailMart,2026-07-21T13:08:30,e6743bbb-2a30-419a-9d10-b30e41b8b949
C0014,Zoya Singh,zoya.singh14@example.com,Delhi,North,Home Office,2025-07-09,customers.json,RetailMart,2026-07-21T13:08:30,36f0cdc8-97f6-4c0b-961d-30d4127ebfc1
C0015,Riya Saxena,riya.saxena15@example.com,Chandigarh,North,Consumer,2025-06-07,customers.json,RetailMart,2026-07-21T13:08:30,38c93a8f-219e-4cf3-a207-c9aad4d57241
C0016,Ananya Sharma,ananya.sharma16@example.com,Lucknow,North,Home Office,2025-07-27,customers.json,RetailMart,2026-07-21T13:08:30,79db7b0f-c0b2-44bc-8cc9-4de901af1b42
C0017,Priya Verma,priya.verma17@example.com,Bengaluru,South,Consumer,2025-01-09,customers.json,RetailMart,2026-07-21T13:08:30,1fdff122-76a6-43d6-9707-3771ae5ea41b
C0018,Rohan Singh,rohan.singh18@example.com,Delhi,North,Corporate,2024-04-03,customers.json,RetailMart,2026-07-21T13:08:30,103d1fe1-3ea3-4ba4-a63b-b3385668d5be
C0019,Riya Mehta,riya.mehta19@example.com,Bhopal,Central,Corporate,2025-09-05,customers.json,RetailMart,2026-07-21T13:08:30,6374caff-f097-46db-8e87-589ae2a9e5aa
C0020,Kavya Singh,kavya.singh20@example.com,Hyderabad,South,Home Office,2024-11-24,customers.json,RetailMart,2026-07-21T13:08:30,d07ce0df-e17a-40d1-93c4-2113fa7928bb
C0021,Ananya Saxena,ananya.saxena21@example.com,Bhopal,Central,Home Office,2024-12-31,customers.json,RetailMart,2026-07-21T13:08:30,08a8b72b-6a4f-4ec4-ac54-6625fb8b2701
C0022,Zoya Gupta,zoya.gupta22@example.com,Mumbai,West,Consumer,2024-09-27,customers.json,RetailMart,2026-07-21T13:08:30,115c88b4-bd7c-4ba2-9723-cef363109064
C0023,Rohan Singh,rohan.singh23@example.com,Kolkata,East,Home Office,2024-05-13,customers.json,RetailMart,2026-07-21T13:08:30,d15d5790-6c48-4ee4-8806-4464971643c1
C0024,Zoya Gupta,zoya.gupta24@example.com,Lucknow,North,Home Office,2025-11-07,customers.json,RetailMart,2026-07-21T13:08:30,a9d8caef-d446-4c4b-a3d5-0cfefa2bb20f
C0025,Aditi Gupta,aditi.gupta25@example.com,Hyderabad,South,Consumer,2025-07-24,customers.json,RetailMart,2026-07-21T13:08:30,6906a80d-d638-4d7f-a711-3b622b581ea8
C0026,Rohan Singh,rohan.singh26@example.com,Hyderabad,South,Consumer,2025-04-15,customers.json,RetailMart,2026-07-21T13:08:30,41a0fe81-10a8-4775-9603-20a7224cbb57
C0027,Rahul Gupta,rahul.gupta27@example.com,Bengaluru,South,Home Office,2024-10-20,customers.json,RetailMart,2026-07-21T13:08:30,f2ebc49a-6608-4728-8626-9de9ddb1c922
C0028,Rohan Joshi,rohan.joshi28@example.com,Kolkata,East,Consumer,2025-08-23,customers.json,RetailMart,2026-07-21T13:08:30,7c93fa08-1d49-4c36-b2be-4321ebb99b34
C0029,Diya Gupta,diya.gupta29@example.com,Pune,West,Home Office,2025-02-02,customers.json,RetailMart,2026-07-21T13:08:30,892f0c9e-01ca-41d6-87d5-4e87b3ef11f9
C0030,Zoya Singh,zoya.singh30@example.com,Ahmedabad,West,Home Office,2024-11-19,customers.json,RetailMart,2026-07-21T13:08:30,66f1879a-55d1-4fe8-ac2c-5d980345c665
C0031,Saanvi Saxena,saanvi.saxena31@example.com,Chandigarh,North,Corporate,2024-11-24,customers.json,RetailMart,2026-07-21T13:08:30,b183d726-52b7-4d80-ac0d-6335812216d0
C0032,Meera Mehta,meera.mehta32@example.com,Hyderabad,South,Home Office,2024-06-14,customers.json,RetailMart,2026-07-21T13:08:30,a9724050-d4ac-4919-bd16-77e4434ece66
C0033,Ananya Sharma,ananya.sharma33@example.com,Kolkata,East,Consumer,2024-03-08,customers.json,RetailMart,2026-07-21T13:08:30,9a932c65-5f03-4095-8866-8abc4c50b971
C0034,Ishaan Kapoor,ishaan.kapoor34@example.com,Mumbai,West,Home Office,2025-02-08,customers.json,RetailMart,2026-07-21T13:08:30,341b9963-2559-413a-8ad6-000eaeba87aa
C0035,Rohan Kapoor,rohan.kapoor35@example.com,Delhi,North,Home Office,2025-10-10,customers.json,RetailMart,2026-07-21T13:08:30,0a514291-7e8b-40df-8d60-5ee4842a2353
C0036,Yash Singh,yash.singh36@example.com,Kolkata,East,Home Office,2024-02-16,customers.json,RetailMart,2026-07-21T13:08:30,53b3260b-73a8-4c8b-b8b0-d101a458879b
C0037,Arjun Jain,arjun.jain37@example.com,Jaipur,North,Corporate,2025-09-18,customers.json,RetailMart,2026-07-21T13:08:30,7bde7a63-b029-4087-a2be-ff07c2cdb3a9
C0038,Rahul Verma,rahul.verma38@example.com,Bhopal,Central,Corporate,2025-08-27,customers.json,RetailMart,2026-07-21T13:08:30,a1b47f96-433b-4a4b-8692-0a6e2dda9afc
C0039,Ishaan Joshi,ishaan.joshi39@example.com,Chennai,South,Consumer,2024-07-21,customers.json,RetailMart,2026-07-21T13:08:30,3982e9e9-136a-44dc-aead-5c931ade58e1
C0040,Nikhil Jain,nikhil.jain40@example.com,Lucknow,North,Consumer,2025-04-06,customers.json,RetailMart,2026-07-21T13:08:30,e1faf7cc-0909-4c58-862c-4efb2017b5de
C0041,Arjun Singh,arjun.singh41@example.com,Ahmedabad,West,Home Office,2024-04-30,customers.json,RetailMart,2026-07-21T13:08:30,b12cd268-413b-4821-a8ff-b9625e178e89
C0042,Kavya Mehta,kavya.mehta42@example.com,Ahmedabad,West,Corporate,2025-07-07,customers.json,RetailMart,2026-07-21T13:08:30,95e54237-b85e-4673-bea9-cb14b44a3f35
C0043,Zoya Jain,zoya.jain43@example.com,Mumbai,West,Consumer,2025-05-26,customers.json,RetailMart,2026-07-21T13:08:30,8f947967-6dd9-42c4-be4d-7d1c00ce4262
C0044,Rahul Joshi,rahul.joshi44@example.com,Chandigarh,North,Consumer,2024-09-15,customers.json,RetailMart,2026-07-21T13:08:30,2ece027d-b25a-47f1-9e20-1e0c3e2b0173
C0045,Riya Singh,riya.singh45@example.com,Delhi,North,Consumer,2024-02-19,customers.json,RetailMart,2026-07-21T13:08:30,2507619b-af43-4d98-9763-1526efe5dbb4
C0046,Meera Saxena,meera.saxena46@example.com,Jaipur,North,Consumer,2025-12-09,customers.json,RetailMart,2026-07-21T13:08:30,e2c355e4-127c-4aa9-906a-74f516de76a8
C0047,Varun Verma,varun.verma47@example.com,Delhi,North,Home Office,2024-11-21,customers.json,RetailMart,2026-07-21T13:08:30,932ad933-93e3-4d6b-8c54-d79882b20d94
C0048,Diya Joshi,diya.joshi48@example.com,Mumbai,West,Home Office,2025-10-13,customers.json,RetailMart,2026-07-21T13:08:30,0e745f22-6a34-4655-bdd1-52305c5ff520
C0049,Nikhil Jain,nikhil.jain49@example.com,Mumbai,West,Home Office,2025-05-09,customers.json,RetailMart,2026-07-21T13:08:30,cd7222e4-866c-4565-8fcf-6ee7f75dad1a
C0050,Kavya Jain,kavya.jain50@example.com,Chennai,South,Home Office,2025-07-22,customers.json,RetailMart,2026-07-21T13:08:30,12775687-1f45-423e-bd0b-4c2f0664da01
C0051,Kavya Singh,kavya.singh51@example.com,Lucknow,North,Corporate,2025-07-08,customers.json,RetailMart,2026-07-21T13:08:30,4b8d7482-bd68-4ac3-a47c-4f91f5567f6d
C0052,Riya Joshi,riya.joshi52@example.com,Bhopal,Central,Home Office,2024-05-22,customers.json,RetailMart,2026-07-21T13:08:30,66d27a4d-2c5b-4c70-bbe4-58ec2e159502
C0053,Arjun Gupta,arjun.gupta53@example.com,Kolkata,East,Consumer,2024-09-22,customers.json,RetailMart,2026-07-21T13:08:30,034a0501-fa8d-4a10-b6d6-b87c7955b227
C0054,Rahul Sharma,rahul.sharma54@example.com,Delhi,North,Home Office,2024-12-06,customers.json,RetailMart,2026-07-21T13:08:30,5bb1c692-cb84-4ecf-99c2-5bd50a79e89e
C0055,Meera Saxena,meera.saxena55@example.com,Ahmedabad,West,Consumer,2024-12-29,customers.json,RetailMart,2026-07-21T13:08:30,ca486168-c359-489f-b564-6e663a685fb3
C0056,Ananya Sharma,ananya.sharma56@example.com,Jaipur,North,Consumer,2024-02-01,customers.json,RetailMart,2026-07-21T13:08:30,f869e9c0-2290-4474-b8af-b9e0d30a7e90
C0057,Aditi Patel,aditi.patel57@example.com,Delhi,North,Consumer,2025-02-02,customers.json,RetailMart,2026-07-21T13:08:30,3cfec6db-63ee-49df-987a-693b86c35d52
C0058,Meera Singh,meera.singh58@example.com,Ahmedabad,West,Home Office,2024-04-22,customers.json,RetailMart,2026-07-21T13:08:30,b233d8e7-7ae9-4583-81a7-4ef2caf4b349
C0059,Kavya Jain,kavya.jain59@example.com,Kolkata,East,Consumer,2025-06-26,customers.json,RetailMart,2026-07-21T13:08:30,9092690e-2836-46d2-95c4-fe57839cff76
C0060,Varun Gupta,varun.gupta60@example.com,Lucknow,North,Corporate,2025-05-13,customers.json,RetailMart,2026-07-21T13:08:30,00efd689-b784-41b3-9672-8f8bd2fa2ea0
C0061,Kavya Verma,kavya.verma61@example.com,Chennai,South,Consumer,2025-11-04,customers.json,RetailMart,2026-07-21T13:08:30,ffeb4108-8e2d-4e05-b29e-221233f43f81
C0062,Saanvi Patel,saanvi.patel62@example.com,Bhopal,Central,Corporate,2025-06-27,customers.json,RetailMart,2026-07-21T13:08:30,8b658d09-37a5-4ff9-a920-db003b2c77cb
C0063,Tanvi Sharma,tanvi.sharma63@example.com,Chennai,South,Home Office,2024-09-24,customers.json,RetailMart,2026-07-21T13:08:30,b1b5a543-5e83-4bc8-ba43-785e29cbc40a
C0064,Arjun Sharma,arjun.sharma64@example.com,Bhopal,Central,Corporate,2025-12-07,customers.json,RetailMart,2026-07-21T13:08:30,cd1b8b3f-7f84-4513-b0eb-f3551dcaf997
C0065,Rahul Verma,rahul.verma65@example.com,Lucknow,North,Consumer,2024-10-26,customers.json,RetailMart,2026-07-21T13:08:30,d5f622eb-4ee2-4e52-9623-3fa8d945969c
C0066,Kavya Jain,kavya.jain66@example.com,Bengaluru,South,Corporate,2024-08-25,customers.json,RetailMart,2026-07-21T13:08:30,1d0c0de3-7f06-423c-b331-433b8c234015
C0067,Saanvi Mehta,saanvi.mehta67@example.com,Mumbai,West,Corporate,2025-10-23,customers.json,RetailMart,2026-07-21T13:08:30,5d9580e5-28ee-4f74-8369-e3fb9a42c7a3
C0068,Meera Verma,meera.verma68@example.com,Kolkata,East,Corporate,2024-09-27,customers.json,RetailMart,2026-07-21T13:08:30,d5f645c9-9d32-466d-a150-e8d2e187df4e
C0069,Arjun Sharma,arjun.sharma69@example.com,Ahmedabad,West,Home Office,2024-02-25,customers.json,RetailMart,2026-07-21T13:08:30,e9d836ef-ae98-4c22-b362-f78856971c18
C0070,Aarav Verma,aarav.verma70@example.com,Ahmedabad,West,Consumer,2024-12-08,customers.json,RetailMart,2026-07-21T13:08:30,46f47485-b9df-4650-a8db-6a8ef39235b8
C0071,Saanvi Joshi,saanvi.joshi71@example.com,Mumbai,West,Corporate,2025-08-03,customers.json,RetailMart,2026-07-21T13:08:30,480449a0-5913-45c7-a5eb-8e37f8301aae
C0072,Rohan Sharma,rohan.sharma72@example.com,Bengaluru,South,Consumer,2024-05-18,customers.json,RetailMart,2026-07-21T13:08:30,3dbdb574-002a-4776-bc37-50df679fa1d5
C0073,Aarav Kapoor,aarav.kapoor73@example.com,Chennai,South,Corporate,2024-12-03,customers.json,RetailMart,2026-07-21T13:08:30,9d30fc4f-3b8d-437e-8d83-3e0b9baa4906
C0074,Priya Kapoor,priya.kapoor74@example.com,Kolkata,East,Home Office,2024-04-04,customers.json,RetailMart,2026-07-21T13:08:30,bb58b166-5a30-4671-ba46-8ab084be1649
C0075,Zoya Joshi,zoya.joshi75@example.com,Lucknow,North,Consumer,2025-05-16,customers.json,RetailMart,2026-07-21T13:08:30,5ffee97e-cb3d-41dd-9d58-00b8f04f0fd6
C0076,Priya Gupta,priya.gupta76@example.com,Bengaluru,South,Consumer,2024-12-13,customers.json,RetailMart,2026-07-21T13:08:30,acca3f3b-c40c-40db-bbb5-9e2d5fc29f32
C0077,Zoya Sharma,zoya.sharma77@example.com,Chandigarh,North,Home Office,2024-08-29,customers.json,RetailMart,2026-07-21T13:08:30,c7212719-12a3-489e-84b7-75142ae9c3d0
C0078,Aditi Sharma,aditi.sharma78@example.com,Hyderabad,South,Home Office,2024-06-14,customers.json,RetailMart,2026-07-21T13:08:30,df55611c-6812-4c93-b674-8dc84cfba090
C0079,Yash Jain,yash.jain79@example.com,Kolkata,East,Consumer,2025-02-16,customers.json,RetailMart,2026-07-21T13:08:30,2026b933-e71f-43c5-9989-542ed4dc5cb3
C0080,Yash Verma,yash.verma80@example.com,Jaipur,North,Consumer,2025-05-03,customers.json,RetailMart,2026-07-21T13:08:30,4cd9425c-355c-4fd6-82ba-89878befd8f4
C0081,Ananya Gupta,ananya.gupta81@example.com,Delhi,North,Corporate,2025-11-17,customers.json,RetailMart,2026-07-21T13:08:30,149449ec-323c-4711-aeca-e577291079cc
C0082,Meera Saxena,meera.saxena82@example.com,Delhi,North,Home Office,2024-11-15,customers.json,RetailMart,2026-07-21T13:08:30,ff9b42b1-d709-41df-a7db-b966823b4723
C0083,Ananya Kapoor,ananya.kapoor83@example.com,Jaipur,North,Home Office,2024-04-27,customers.json,RetailMart,2026-07-21T13:08:30,be8ca9f3-ce2a-457b-83b6-b5727f6ad1e3
C0084,Yash Patel,yash.patel84@example.com,Chandigarh,North,Corporate,2025-08-30,customers.json,RetailMart,2026-07-21T13:08:30,d33f33c2-627a-4ad2-9def-2f875c29856b
C0085,Rahul Gupta,rahul.gupta85@example.com,Bengaluru,South,Corporate,2025-04-04,customers.json,RetailMart,2026-07-21T13:08:30,77ded5b5-4c36-4201-ac60-a034a760bf39
C0086,Diya Singh,diya.singh86@example.com,Chennai,South,Corporate,2025-05-26,customers.json,RetailMart,2026-07-21T13:08:30,9bdea131-322f-43eb-a082-3c8439e28630
C0087,Ananya Sharma,ananya.sharma87@example.com,Hyderabad,South,Corporate,2024-03-11,customers.json,RetailMart,2026-07-21T13:08:30,ad2c9221-1fd7-46cf-9c53-dd7dfa19afb8
C0088,Arjun Verma,arjun.verma88@example.com,Chandigarh,North,Home Office,2024-08-16,customers.json,RetailMart,2026-07-21T13:08:30,ba15344e-b67d-4a6a-bbec-d34e7993aeb0
C0089,Yash Singh,yash.singh89@example.com,Bengaluru,South,Consumer,2025-07-14,customers.json,RetailMart,2026-07-21T13:08:30,25cc4795-967a-4b31-97d9-e886e71623eb
C0090,Ananya Gupta,ananya.gupta90@example.com,Hyderabad,South,Corporate,2025-08-30,customers.json,RetailMart,2026-07-21T13:08:30,8e034e88-3f19-4c63-8be9-3e143d7ee042
C0091,Ishaan Joshi,ishaan.joshi91@example.com,Pune,West,Home Office,2024-11-13,customers.json,RetailMart,2026-07-21T13:08:30,14044731-b165-4bcc-b9ea-a98f27560716
C0092,Priya Saxena,priya.saxena92@example.com,Lucknow,North,Home Office,2025-08-10,customers.json,RetailMart,2026-07-21T13:08:30,29e30784-e582-45bc-87a7-80446ecc55fa
C0093,Aarav Jain,aarav.jain93@example.com,Ahmedabad,West,Corporate,2025-09-06,customers.json,RetailMart,2026-07-21T13:08:30,b6463f7e-50e9-472b-bdef-4b4694d06706
C0094,Arjun Mehta,arjun.mehta94@example.com,Bhopal,Central,Corporate,2024-10-09,customers.json,RetailMart,2026-07-21T13:08:30,c89f404d-389c-4a27-8533-37a84d9a0898
C0095,Arjun Jain,arjun.jain95@example.com,Delhi,North,Consumer,2025-10-17,customers.json,RetailMart,2026-07-21T13:08:30,e88aa854-b517-46a8-8412-1ab9d2f84d95
C0096,Priya Saxena,priya.saxena96@example.com,Pune,West,Consumer,2024-07-29,customers.json,RetailMart,2026-07-21T13:08:30,35a99ae1-0eb0-4b45-aad0-affc15e69aeb
C0097,Rahul Gupta,rahul.gupta97@example.com,Lucknow,North,Home Office,2024-06-23,customers.json,RetailMart,2026-07-21T13:08:30,1ba8c2dd-7cad-4291-9196-c27572e9a738
C0098,Nikhil Jain,nikhil.jain98@example.com,Bhopal,Central,Corporate,2025-05-13,customers.json,RetailMart,2026-07-21T13:08:30,0e5b5410-6065-47e2-bd15-335d6efbe74e
C0099,Aditi Verma,aditi.verma99@example.com,Pune,West,Home Office,2025-04-09,customers.json,RetailMart,2026-07-21T13:08:30,0ad19e96-cf43-4a11-92e8-1e8b5e41dbee
C0100,Nikhil Sharma,nikhil.sharma100@example.com,Chennai,South,Consumer,2024-04-12,customers.json,RetailMart,2026-07-21T13:08:30,f07af2a9-232f-4f13-ab82-431397f7a67a
C0101,Diya Singh,diya.singh101@example.com,Hyderabad,South,Consumer,2025-08-30,customers.json,RetailMart,2026-07-21T13:08:30,cd5da2e4-9ee2-4fbc-9bfe-287e4ec0c692
C0102,Tanvi Jain,tanvi.jain102@example.com,Lucknow,North,Home Office,2024-05-25,customers.json,RetailMart,2026-07-21T13:08:30,9862cbbf-4cff-4b91-8fcd-0df40b023345
C0103,Zoya Sharma,zoya.sharma103@example.com,Chennai,South,Consumer,2025-08-10,customers.json,RetailMart,2026-07-21T13:08:30,e76f8d30-10f7-4ff1-880f-017ba96fe615
C0104,Diya Jain,diya.jain104@example.com,Delhi,North,Consumer,2024-01-06,customers.json,RetailMart,2026-07-21T13:08:30,a59600dc-b943-42c0-ab70-a3b08fd3de0e
C0105,Zoya Mehta,zoya.mehta105@example.com,Hyderabad,South,Corporate,2025-08-04,customers.json,RetailMart,2026-07-21T13:08:30,0d131bbe-e7e9-4669-ab2c-6b0c55d4d3c3
C0106,Aditi Singh,aditi.singh106@example.com,Mumbai,West,Corporate,2025-07-28,customers.json,RetailMart,2026-07-21T13:08:30,01446074-56e5-4814-aae2-9c6c4a247756
C0107,Riya Gupta,riya.gupta107@example.com,Jaipur,North,Home Office,2025-07-23,customers.json,RetailMart,2026-07-21T13:08:30,db20b1db-630c-422d-80e8-9fabef982902
C0108,Arjun Patel,arjun.patel108@example.com,Bengaluru,South,Home Office,2025-04-30,customers.json,RetailMart,2026-07-21T13:08:30,545b8912-698e-4e75-9929-a6f704feda23
C0109,Diya Gupta,diya.gupta109@example.com,Chennai,South,Consumer,2024-12-10,customers.json,RetailMart,2026-07-21T13:08:30,98ddad02-239c-4704-b17d-10a85c941690
C0110,Saanvi Sharma,saanvi.sharma110@example.com,Mumbai,West,Consumer,2025-05-29,customers.json,RetailMart,2026-07-21T13:08:30,af632e95-b9d9-49c6-a586-42952a0a99cc
C0111,Rahul Kapoor,rahul.kapoor111@example.com,Lucknow,North,Home Office,2024-07-21,customers.json,RetailMart,2026-07-21T13:08:30,ea53f42e-28ce-466b-8fdb-cd984da447a5
C0112,Meera Singh,meera.singh112@example.com,Lucknow,North,Consumer,2025-07-23,customers.json,RetailMart,2026-07-21T13:08:30,8affaa22-74a6-478c-9e25-07302f98ad89
C0113,Arjun Kapoor,arjun.kapoor113@example.com,Lucknow,North,Consumer,2025-02-09,customers.json,RetailMart,2026-07-21T13:08:30,0a9d8dfb-9ba1-47f8-a040-4ab18c22493e
C0114,Meera Gupta,meera.gupta114@example.com,Kolkata,East,Corporate,2024-12-01,customers.json,RetailMart,2026-07-21T13:08:30,f7f673d4-459c-4e1f-a0df-6954ea9b213d
C0115,Priya Gupta,priya.gupta115@example.com,Hyderabad,South,Consumer,2025-01-04,customers.json,RetailMart,2026-07-21T13:08:30,52f729c7-a636-4fe1-9564-e736004a21a2
C0116,Kavya Kapoor,kavya.kapoor116@example.com,Jaipur,North,Corporate,2025-02-19,customers.json,RetailMart,2026-07-21T13:08:30,cde426b2-8902-4c88-a3ba-7f419338ea23
C0117,Ananya Singh,ananya.singh117@example.com,Pune,West,Corporate,2024-01-28,customers.json,RetailMart,2026-07-21T13:08:30,33e36483-1b16-489a-a2f0-233a5252ca78
C0118,Yash Kapoor,yash.kapoor118@example.com,Bhopal,Central,Home Office,2024-04-12,customers.json,RetailMart,2026-07-21T13:08:30,6a46dfd7-6fcc-48c7-b9be-f892a9b18d7e
C0119,Rahul Sharma,rahul.sharma119@example.com,Ahmedabad,West,Consumer,2024-06-28,customers.json,RetailMart,2026-07-21T13:08:30,de15c4aa-8ba8-4aad-806f-d29ae35b881c
C0120,Ishaan Saxena,ishaan.saxena120@example.com,Pune,West,Corporate,2024-03-24,customers.json,RetailMart,2026-07-21T13:08:30,9be76a56-343f-4027-8c15-cc0b34a81cc0
C0121,Arjun Saxena,arjun.saxena121@example.com,Jaipur,North,Corporate,2024-11-16,customers.json,RetailMart,2026-07-21T13:08:30,deeb4643-ad0d-494c-8ee2-67bacd448489
C0122,Rahul Kapoor,rahul.kapoor122@example.com,Hyderabad,South,Home Office,2025-05-02,customers.json,RetailMart,2026-07-21T13:08:30,ce2ad590-969a-4414-a4b3-1af3dee249df
C0123,Arjun Kapoor,arjun.kapoor123@example.com,Ahmedabad,West,Home Office,2025-04-22,customers.json,RetailMart,2026-07-21T13:08:30,5f50c4fa-18f5-4285-885d-b25597e29de5
C0124,Nikhil Sharma,nikhil.sharma124@example.com,Bengaluru,South,Home Office,2024-12-09,customers.json,RetailMart,2026-07-21T13:08:30,ba81e3d7-c52b-40b9-84eb-fd55687485df
C0125,Aarav Jain,aarav.jain125@example.com,Chennai,South,Home Office,2025-09-16,customers.json,RetailMart,2026-07-21T13:08:30,6b60636c-dece-4f72-afd7-663574bc8608
C0126,Kavya Patel,kavya.patel126@example.com,Bhopal,Central,Corporate,2025-02-16,customers.json,RetailMart,2026-07-21T13:08:30,dbaa2d8e-c7fa-4a3a-b21b-4c9b3d0e6b34
C0127,Rahul Saxena,rahul.saxena127@example.com,Delhi,North,Corporate,2024-02-27,customers.json,RetailMart,2026-07-21T13:08:30,0074ec25-76a8-4199-8489-8cc513955be2
C0128,Arjun Singh,arjun.singh128@example.com,Bhopal,Central,Home Office,2025-07-12,customers.json,RetailMart,2026-07-21T13:08:30,b841f55c-9c0f-4eeb-97f8-3aeaa5894a53
C0129,Saanvi Patel,saanvi.patel129@example.com,Pune,West,Corporate,2025-02-23,customers.json,RetailMart,2026-07-21T13:08:30,a0645d79-bccb-4445-8aa9-45d42994f116
C0130,Priya Jain,priya.jain130@example.com,Lucknow,North,Consumer,2025-04-08,customers.json,RetailMart,2026-07-21T13:08:30,fd814f25-ba5f-4ae6-a39a-6919dda397d2
C0131,Saanvi Kapoor,saanvi.kapoor131@example.com,Bengaluru,South,Home Office,2025-02-16,customers.json,RetailMart,2026-07-21T13:08:30,73aee61c-b8e7-4e4e-8128-2b9e267e0bf1
C0132,Ishaan Saxena,ishaan.saxena132@example.com,Lucknow,North,Home Office,2025-02-08,customers.json,RetailMart,2026-07-21T13:08:30,98691f2c-e0a0-4cdd-b60e-996e82ad9282
C0133,Rohan Jain,rohan.jain133@example.com,Pune,West,Consumer,2024-03-07,customers.json,RetailMart,2026-07-21T13:08:30,1233fd5a-4392-4e14-9a97-6f08a9f64ac8
C0134,Priya Gupta,priya.gupta134@example.com,Pune,West,Corporate,2025-02-12,customers.json,RetailMart,2026-07-21T13:08:30,9ad42772-6d28-4d65-92ce-466fd6e68c51
C0135,Rahul Joshi,rahul.joshi135@example.com,Chandigarh,North,Corporate,2025-08-03,customers.json,RetailMart,2026-07-21T13:08:30,1eaca8e7-1f4c-49ee-9274-4cb2f00b24a5
C0136,Kavya Jain,kavya.jain136@example.com,Kolkata,East,Corporate,2024-08-09,customers.json,RetailMart,2026-07-21T13:08:30,cf75d8c2-663b-46af-98a2-5794cd70a017
C0137,Ishaan Verma,ishaan.verma137@example.com,Lucknow,North,Corporate,2025-03-16,customers.json,RetailMart,2026-07-21T13:08:30,c9266fd6-3b57-4462-88ae-2e5114585d89
C0138,Rahul Verma,rahul.verma138@example.com,Ahmedabad,West,Consumer,2024-01-23,customers.json,RetailMart,2026-07-21T13:08:30,41b1dd20-6dae-4081-aa26-ebb096d052d7
C0139,Priya Gupta,priya.gupta139@example.com,Bhopal,Central,Consumer,2024-09-10,customers.json,RetailMart,2026-07-21T13:08:30,a7ce1d5f-e284-4f0a-b738-dc8428eda22c
C0140,Aarav Sharma,aarav.sharma140@example.com,Mumbai,West,Consumer,2024-11-14,customers.json,RetailMart,2026-07-21T13:08:30,0703987d-065b-4369-8fd8-ce9593aff66b
C0141,Ananya Joshi,ananya.joshi141@example.com,Kolkata,East,Corporate,2025-12-18,customers.json,RetailMart,2026-07-21T13:08:30,d8a86c8b-7729-4fde-af4a-4f9017f5e00e
C0142,Kavya Kapoor,kavya.kapoor142@example.com,Bhopal,Central,Corporate,2024-06-05,customers.json,RetailMart,2026-07-21T13:08:30,bcd44d04-4dcc-496e-ace0-73616a37301d
C0143,Meera Mehta,meera.mehta143@example.com,Chennai,South,Home Office,2024-07-20,customers.json,RetailMart,2026-07-21T13:08:30,4dced3d1-05c2-41de-a4b2-856d48509c4c
C0144,Aarav Verma,aarav.verma144@example.com,Lucknow,North,Corporate,2024-10-25,customers.json,RetailMart,2026-07-21T13:08:30,906fd25f-6c00-403c-a544-6762d34d4435
